,#,الرقم الوزاري,اسم المدرسة,المرحلة,نوع التعليم,مكتب التعليم,الجنس,الحي,نوع البناء,الفترة,مستقلة/ملحقة,عدد الفصول ,حجم المدرسة,خط العرض,خط الطول,الموقع,CL,O&M,HVAC,All scope
101,102,M3934457,الثانوية الحادية والاربعون - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالسلامة,بنات,الروضة,حكومي,صباحي,مشترك اساسي,11,صغير,21.55266,39.15797,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
102,103,M344205,الثانوية الثالثة عشر بجدة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالسلامة,بنات,الروضة,حكومي,صباحي,مشترك اساسي,21,وسط,21.56081,39.14623,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
103,104,M34472,الثانوية الرابعة والخمسون بجدة - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالسلامة,بنات,الفيصلية,حكومي,صباحي,مشترك اساسي,20,وسط,21.57207,39.17382,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
104,105,34318,المتوسطة التاسعة و الثلاثون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الربوة,حكومي,صباحي,مستقل,17,وسط,21.58828,39.17891,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
105,106,35527,متوسطة الموهوبات,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,السلامة,حكومي,صباحي,مستقل,9,صغير,21.57855,39.15044,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
106,107,34339,المتوسطة الثانية و الخمسون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الربوة,حكومي,صباحي,مستقل,17,وسط,21.60612,39.18851,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
107,108,34371,المتوسطة الثالثة و السبعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الفيصلية,حكومي,صباحي,مشترك اساسي,18,وسط,21.56353,39.18072,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
108,109,34374,المتوسطة السابعة و السبعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الربوة,حكومي,صباحي,مستقل,17,وسط,21.59843,39.18493,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
109,110,34300,المتوسطة الحادية و العشرون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,النزهة,حكومي,صباحي,مشترك اساسي,16,وسط,21.62219,39.17326,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
110,111,34321,المتوسطة الثالثة والاربعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,البوادي,حكومي,صباحي,مشترك اساسي,14,وسط,21.60752,39.16405,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
111,112,34312,المتوسطة الثالثة و الثلاثون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الزهراء,حكومي,صباحي,مشترك اساسي,18,وسط,21.58816,39.13568,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
112,113,34311,المتوسطة الثانية و الثلاثون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,السلامة,حكومي,صباحي,مشترك اساسي,14,وسط,21.57881,39.14706,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
113,114,35230,متوسطة تحفيظ القرآن الثامنة,المرحلة المتوسطة,تحفيظ قران,مكتب التعليم بالسلامة,بنات,الربوة,حكومي,صباحي,مشترك اساسي,12,صغير,21.59880,39.18476,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
114,115,34352,المتوسطة الستون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,النزهة,حكومي,صباحي,مستقل,16,وسط,21.61912,39.17466,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
115,116,35097,المتوسطة الرابعة بعد المئة,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الفيصلية,حكومي,صباحي,مشترك اساسي,18,وسط,21.57781,39.18806,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
116,117,34366,المتوسطة التاسعة و الستون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,السلامة,حكومي,صباحي,مشترك اساسي,7,صغير,21.57965,39.1501,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
117,118,34297,المتوسطة الثامنة عشر,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الروضة,حكومي,صباحي,مستقل,14,وسط,21.56507,39.16605,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
118,119,35536,المتوسطة السابعة والعشرون بعد المئة,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الروضة,حكومي,صباحي,مشترك اساسي,6,صغير,21.55271,39.1575,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
119,120,34397,المتوسطة الخامسة و التسعون,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالسلامة,بنات,الروضة,حكومي,صباحي,مستقل,14,وسط,21.56084,39.14569,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
120,121,34017,الروضة الرابعة عشر,رياض الأطفال,تعليم عام,مكتب التعليم بالسلامة,بنات,الروضة,حكومي,صباحي,مشترك اساسي,7,صغير,21.5779754681105,39.1658068386858,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
121,122,34004,الروضة الرابعة,رياض الأطفال,تعليم عام,مكتب التعليم بالسلامة,بنات,السلامة,حكومي,صباحي,مستقل,4,صغير,21.57818,39.14925,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
122,123,35432,الروضة السابعة والعشرون,رياض الأطفال,تعليم عام,مكتب التعليم بالسلامة,بنات,النزهة,حكومي,صباحي,مستقل,6,صغير,21.61985,39.17425,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
123,124,35304,الروضة الثالثة والعشرون,رياض الأطفال,تعليم عام,مكتب التعليم بالسلامة,بنات,السلامة,حكومي,صباحي,مستقل,4,صغير,21.59837,39.15666,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
124,125,34026,الروضة الثامنة عشر,رياض الأطفال,تعليم عام,مكتب التعليم بالسلامة,بنات,الزهراء,حكومي,صباحي,مستقل,9,صغير,21.58896,39.13487,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
125,126,34008,الروضة الثامنة,رياض الأطفال,تعليم عام,مكتب التعليم بالسلامة,بنات,البوادي,حكومي,صباحي,مستقل,7,صغير,21.59097,39.1662,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
126,127,134088,مركز خدمات التربية الخاصة,رياض الأطفال,معهد,مكتب التعليم بالسلامة,بنات,السلامة,حكومي,صباحي,مشترك اساسي,14,وسط,21.60507,39.14963,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
127,128,34006,الروضة السادسة,رياض الأطفال,تعليم عام,مكتب التعليم بالسلامة,بنات,الفيصلية,حكومي,صباحي,مستقل,11,صغير,21.57527,39.18784,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
128,129,34249,الابتدائية الرابعة والثمانون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,20,وسط,21.57301,39.22329,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
129,130,34187,الابتدائية الحادية والاربعون بعد المئة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا 10,حكومي,صباحي,مشترك اساسي,12,صغير,21.58496,39.22578,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
130,131,34236,الطفولة المبكرة بابتدائية تحفيظ القران الخامسة,المرحلة الإبتدائية,تحفيظ قران,مكتب التعليم بالصفا,بنات,الصفا رقم المبنى 3295,حكومي,صباحي,مستقل,19,وسط,21.57585,39.21073,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
131,132,34214,الابتدائية الثامنة والخمسون بعد المائة  - صفوف عليا,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مستقل,20,وسط,21.57613,39.24159,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
132,133,34247,الابتدائية الثانية والثمانون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,المنار,حكومي,صباحي,مستقل,21,وسط,21.59756,39.23786,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
133,134,35086,الابتدائية الاولى بعد المئتين,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,المروة,حكومي,صباحي,مستقل,21,وسط,21.62317,39.19888,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
134,135,134368,الطفولة المبكرة بابتدائية داود بن عروة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مشترك اساسي,28,كبير,21.58964,39.23311,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
135,136,34498,معهد النور الابتدائي,المرحلة الإبتدائية,معهد,مكتب التعليم بالصفا,بنات,الرحاب,حكومي,صباحي,مشترك اساسي,24,كبير,21.55405,39.21919,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
136,137,34119,الطفولة المبكرة بابتدائية الحادية والتسعون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,20,وسط,21.57534,39.21105,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
137,138,34184,الطفولة المبكرة بابتدائية الثامنة والثلاثون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الأجواد,حكومي,صباحي,مستقل,22,كبير,21.60265,39.25533,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
138,139,34148,الطفولة المبكرة بابتدائية الحادية والعشرون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,السامر,حكومي,صباحي,مستقل,20,وسط,21.59210,39.24579,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
139,140,34276,الابتدائية السادسة والتسعون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الأجواد,حكومي,صباحي,مستقل,21,وسط,21.59455,39.26563,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
140,141,34136,الابتدائية الثامنة بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,18,وسط,21.56870,39.20981,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
141,142,34188,الابتدائية الثانية والاربعون بعد المئة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,المروة,مستأجر,صباحي,مستقل,15,وسط,21.61897,39.19069,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
142,143,34232,الطفولة المبكرة بابتدائية الحادية والسبعون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالصفا,بنات,الصفا,حكومي,صباحي,مستقل,16,وسط,21.57899,39.22031,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
